Bundesland,GERICHTSBEZEICHNUNG,ECLI-GERICHTSCODE
Nordrhein-Westfalen,Landesberufsgericht für Heilberufe,LBGHNRW
Nordrhein-Westfalen,Landesberufsgericht für Heilberufe NRW,LBGHNRW
Nordrhein-Westfalen,Berufsgericht für Heilberufe NRW,LBGHNRW
Nordrhein-Westfalen,Landessozialgericht,LSGNRW
Nordrhein-Westfalen,Landessozialgericht NRW,LSGNRW
Nordrhein-Westfalen,Landgericht Aachen,LGAC
Nordrhein-Westfalen,Landgericht Arnsberg,LGAR
Nordrhein-Westfalen,Landgericht Bielefeld,LGBI
Nordrhein-Westfalen,Landgericht Bochum,LGBO
Nordrhein-Westfalen,Landgericht Bonn,LGBN
Nordrhein-Westfalen,Landgericht Detmold,LGDT
Nordrhein-Westfalen,Landgericht Dortmund,LGDO
Nordrhein-Westfalen,Landgericht Duisburg,LGDU
Nordrhein-Westfalen,Landgericht Düsseldorf,LGD
Nordrhein-Westfalen,Landgericht Essen,LGE
Nordrhein-Westfalen,Landgericht Hagen,LGHA
Nordrhein-Westfalen,Landgericht Kleve,LGKLE
Nordrhein-Westfalen,Landgericht Köln,LGK
Nordrhein-Westfalen,Landgericht Krefeld,LGKR
Nordrhein-Westfalen,Landgericht Mönchengladbach,LGMG
Nordrhein-Westfalen,Landgericht Münster,LGMS
Nordrhein-Westfalen,Landgericht Paderborn,LGPB
Nordrhein-Westfalen,Landgericht Siegen,LGSI
Nordrhein-Westfalen,Landgericht Wuppertal,LGW
Nordrhein-Westfalen,Moselschifffahrtsobergericht Köln,MSCHOGK
Nordrhein-Westfalen,Oberlandesgericht Düsseldorf,OLGD
Nordrhein-Westfalen,Oberlandesgericht Hamm,OLGHAM
Nordrhein-Westfalen,Oberlandesgericht Köln,OLGK
Nordrhein-Westfalen,Oberverwaltungsgericht,OVGNRW
Nordrhein-Westfalen,Oberverwaltungsgericht NRW,OVGNRW
Nordrhein-Westfalen,Oberverwaltungsgericht Nordrhein-Westfalen,OVGNRW
Nordrhein-Westfalen,Rheinschifffahrtsgericht Duisburg-Ruhrort,RSCHGDU
Nordrhein-Westfalen,Rheinschifffahrtsobergericht Köln,RSCHOGK
Nordrhein-Westfalen,Schifffahrtsgericht Dortmund,SCHGDO
Nordrhein-Westfalen,Schifffahrtsgericht Duisburg-Ruhrort,SCHGDU
Nordrhein-Westfalen,Schifffahrtsgericht Minden,SCHGMI
Nordrhein-Westfalen,Schifffahrtsobergericht Hamm,SCHOGHA
Nordrhein-Westfalen,Schifffahrtsobergericht Köln,SCHOGK
Nordrhein-Westfalen,Sozialgericht Aachen,SGAC
Nordrhein-Westfalen,Sozialgericht Detmold,SGDT
Nordrhein-Westfalen,Sozialgericht Dortmund,SGDO
Nordrhein-Westfalen,Sozialgericht Duisburg,SGDU
Nordrhein-Westfalen,Sozialgericht Düsseldorf,SGD
Nordrhein-Westfalen,Sozialgericht Gelsenkirchen,SGGE
Nordrhein-Westfalen,Sozialgericht Köln,SGK
Nordrhein-Westfalen,Sozialgericht Münster,SGMS
Nordrhein-Westfalen,Verfassungsgerichtshof,VFGHNRW
Nordrhein-Westfalen,Verfassungsgerichtshof NRW,VFGHNRW
Nordrhein-Westfalen,Vergabekammer Rheinland Spruchkörper Düsseldorf,VKD
Nordrhein-Westfalen,Vergabekammer Rheinland Spruchkörper Köln,VKK
Nordrhein-Westfalen,Vergabekammer Westfalen,VKMS
Nordrhein-Westfalen,Verwaltungsgericht Aachen,VGAC
Nordrhein-Westfalen,Verwaltungsgericht Arnsberg,VGAR
Nordrhein-Westfalen,Verwaltungsgericht Düsseldorf,VGD
Nordrhein-Westfalen,Verwaltungsgericht Gelsenkirchen,VGGE
Nordrhein-Westfalen,Verwaltungsgericht Köln,VGK
Nordrhein-Westfalen,Verwaltungsgericht Minden,VGMI
Nordrhein-Westfalen,Verwaltungsgericht Münster,VGMS
Rheinland-Pfalz,Amtsgericht Altenkirchen (Westerwald),AGALTWW
Rheinland-Pfalz,Amtsgericht Altenkirchen,AGALTWW
Rheinland-Pfalz,Amtsgericht Alzey,AGALZEY
Rheinland-Pfalz,Amtsgericht Andernach,AGANDER
Rheinland-Pfalz,Amtsgericht Bad Dürkheim,AGBDDUE
Rheinland-Pfalz,Amtsgericht Bad Kreuznach,AGBDKRE
Rheinland-Pfalz,Amtsgericht Bad Neuenahr-Ahrweiler,AGBDNAA
Rheinland-Pfalz,Amtsgericht Bad Sobernheim,AGBDSOB
Rheinland-Pfalz,Amtsgericht Bernkastel-Kues,AGBERNK
Rheinland-Pfalz,Amtsgericht Betzdorf,AGBETZD
Rheinland-Pfalz,Amtsgericht Bingen am Rhein,AGBINGE
Rheinland-Pfalz,Amtsgericht Bingen,AGBINGE
Rheinland-Pfalz,Amtsgericht Bitburg,AGBITBU
Rheinland-Pfalz,Amtsgericht Cochem,AGCOCHE
Rheinland-Pfalz,Amtsgericht Daun,AGDAUN
Rheinland-Pfalz,Amtsgericht Diez,AGDIEZ
Rheinland-Pfalz,Amtsgericht Frankenthal (Pfalz),AGFRAPF
Rheinland-Pfalz,Amtsgericht Frankenthal,AGFRAPF
Rheinland-Pfalz,Amtsgericht Germersheim,AGGERME 
Rheinland-Pfalz,Amtsgericht Grünstadt,AGGRUEN
Rheinland-Pfalz,Amtsgericht Hermeskeil,AGHERME
Rheinland-Pfalz,Amtsgericht Idar-Oberstein,AGIDARO
Rheinland-Pfalz,Amtsgericht Kaiserslautern,AGKAISE
Rheinland-Pfalz,Amtsgericht Kandel,AGKANDE
Rheinland-Pfalz,Amtsgericht Koblenz,AGKOBLE
Rheinland-Pfalz,Amtsgericht Kusel,AGKUSEL
Rheinland-Pfalz,Amtsgericht Lahnstein,AGLAHNS
Rheinland-Pfalz,Amtsgericht Landau in der Pfalz,AGLANPF
Rheinland-Pfalz,Amtsgericht Landau (Pfalz),AGLANPF
Rheinland-Pfalz,Amtsgericht Landstuhl,AGLANDS
Rheinland-Pfalz,Amtsgericht Linz am Rhein,AGLINZ
Rheinland-Pfalz,Amtsgericht Ludwigshafen am Rhein,AGLUDWI
Rheinland-Pfalz,Amtsgericht Ludwigshafen,AGLUDWI
Rheinland-Pfalz,Amtsgericht Mainz,AGMAINZ
Rheinland-Pfalz,Amtsgericht Mayen,AGMAYEN
Rheinland-Pfalz,Amtsgericht Montabaur,AGMONTA
Rheinland-Pfalz,Amtsgericht Neustadt an der Weinstraße,AGNEUWS
Rheinland-Pfalz,Amtsgericht Neustadt (Weinstraße),AGNEUWS
Rheinland-Pfalz,Amtsgericht Neuwied,AGNEUWI
Rheinland-Pfalz,Amtsgericht Pirmasens,AGPIRMA
Rheinland-Pfalz,Amtsgericht Prüm,AGPRUEM
Rheinland-Pfalz,Amtsgericht Rockenhausen,AGROCKE
Rheinland-Pfalz,Amtsgericht Saarburg,AGSAARB
Rheinland-Pfalz,Amtsgericht Sankt Goar,AGSTGOA
Rheinland-Pfalz,Amtsgericht Simmern (Hunsrück),AGSIMME
Rheinland-Pfalz,Amtsgericht Simmern,AGSIMME
Rheinland-Pfalz,Amtsgericht Sinzig,AGSINZI
Rheinland-Pfalz,Amtsgericht Speyer,AGSPEYE
Rheinland-Pfalz,Amtsgericht Trier,AGTRIER
Rheinland-Pfalz,Amtsgericht Westerburg,AGWESTE
Rheinland-Pfalz,Amtsgericht Wittlich,AGWITTL
Rheinland-Pfalz,Amtsgericht Worms,AGWORMS
Rheinland-Pfalz,Amtsgericht Zweibrücken,AGZWEIB
Rheinland-Pfalz,Anwaltsgericht für den Bezirk der Pfälzischen Rechtsanwaltskammer Zweibrücken,AWGZWEI
Rheinland-Pfalz,Anwaltsgericht für den Bezirk der Rechtsanwaltskammer Koblenz,AWGKOBL
Rheinland-Pfalz,Anwaltsgerichtshof Rheinland-Pfalz,AWGHRLP
Rheinland-Pfalz,Arbeitsgericht Kaiserslautern,ARBGKAI
Rheinland-Pfalz,Arbeitsgericht Koblenz,ARBGKOB
Rheinland-Pfalz,Arbeitsgericht Ludwigshafen am Rhein,ARBGLUD
Rheinland-Pfalz,Arbeitsgericht Ludwigshafen,ARBGLUD
Rheinland-Pfalz,Arbeitsgericht Mainz,ARBGMAI
Rheinland-Pfalz,Arbeitsgericht Trier,ARBGTRI
Rheinland-Pfalz,Finanzgericht Rheinland-Pfalz,FGRLP
Rheinland-Pfalz,Landesarbeitsgericht Rheinland-Pfalz,LAGRLP
Rheinland-Pfalz,Landessozialgericht Rheinland-Pfalz,LSGRLP
Rheinland-Pfalz,Landgericht Bad Kreuznach,LGBDKRE
Rheinland-Pfalz,Landgericht Frankenthal (Pfalz),LGFRAPF
Rheinland-Pfalz,Landgericht Frankenthal,LGFRAPF
Rheinland-Pfalz,Landgericht Kaiserslautern,LGKAISE
Rheinland-Pfalz,Landgericht Koblenz,LGKOBLE
Rheinland-Pfalz,Landgericht Landau in der Pfalz,LGLANPF
Rheinland-Pfalz,Landgericht Landau (Pfalz),LGLANPF
Rheinland-Pfalz,Landgericht Mainz,LGMAINZ
Rheinland-Pfalz,Landgericht Trier,LGTRIER
Rheinland-Pfalz,Landgericht Zweibrücken,LGZWEIB
Rheinland-Pfalz,Oberlandesgericht Koblenz,OLGKOBL
Rheinland-Pfalz,Dienstgerichtshof für Richter bei dem Oberlandesgericht Koblenz,OLGKOBL
Rheinland-Pfalz,Oberverwaltungsgericht Rheinland-Pfalz,OVGRLP
Rheinland-Pfalz,Pfälzisches Oberlandesgericht Zweibrücken,POLGZWE
Rheinland-Pfalz,Dienstgericht Zweibrücken,POLGZWE
Rheinland-Pfalz,Oberlandesgericht Zweibrücken,POLGZWE
Rheinland-Pfalz,Sozialgericht Koblenz,SGKOBLE
Rheinland-Pfalz,Sozialgericht Mainz,SGMAINZ
Rheinland-Pfalz,Sozialgericht Speyer,SGSPEYE
Rheinland-Pfalz,Sozialgericht Trier,SGTRIER
Rheinland-Pfalz,Verfassungsgerichtshof Rheinland-Pfalz,VERFGRP
Rheinland-Pfalz,Vergabekammer Rheinland-Pfalz,VKRP
Rheinland-Pfalz,Verwaltungsgericht Koblenz,VGKOBLE
Rheinland-Pfalz,Verwaltungsgericht Mainz,VGMAINZ
Rheinland-Pfalz,Verwaltungsgericht Neustadt an der Weinstraße,VGNEUST
Rheinland-Pfalz,Verwaltungsgericht Neustadt (Weinstraße),VGNEUST
Rheinland-Pfalz,Verwaltungsgericht Trier,VGTRIER
Rheinland-Pfalz,Landesberufsgericht für Heilberufe Koblenz,LBGHRLP
Rheinland-Pfalz,Landesberufsgericht für Architekten Koblenz,LBGARLP
Saarland,Amtsgericht Homburg,AGHOM
Saarland,Amtsgericht Lebach,AGLEB
Saarland,Amtsgericht Merzig,AGMERZI
Saarland,Amtsgericht Neunkirchen,AGNEUNK
Saarland,Amtsgericht Ottweiler,AGOTTWE
Saarland,Amtsgericht Saarbrücken,AGSB
Saarland,Amtsgericht Saarlouis,AGSAARL
Saarland,Amtsgericht Sankt Ingbert,AGSTING
Saarland,Amtsgericht St. Ingbert,AGSTING
Saarland,Amtsgericht St. Wendel,AGSTWEN
Saarland,Amtsgericht Völklingen,AGVOELK
Saarland,Anwaltsgericht Saarbrücken,AWGSB
Saarland,Anwaltsgerichtshof Saarland Saarbrücken,AWGHSL
Saarland,Arbeitsgericht Neunkirchen,ARBGNK
Saarland,Arbeitsgericht Saarbrücken,ARBGSA1
Saarland,Arbeitsgericht Saarland Saarbrücken,ARBGSL
Saarland,Arbeitsgericht Saarlouis,ARBGSA2
Saarland,Finanzgericht des Saarlandes,FGSL
Saarland,Finanzgericht Saarland,FGSL
Saarland,Landesarbeitsgericht Saarland Saarbrücken,LAGSL
Saarland,Landesarbeitsgericht Saarland,LAGSL
Saarland,Landessozialgericht für das Saarland,LSGSL
Saarland,Landgericht Saarbrücken,LGSAARB
Saarland,Oberverwaltungsgericht des Saarlandes,OVGSL
Saarland,Oberverwaltungsgericht Saarland,OVGSL
Saarland,Saarländisches Oberlandesgericht Saarbrücken,OLGSL
Saarland,Saarländisches Oberlandesgericht,OLGSL
Saarland,Sozialgericht für das Saarland,SGSL
Saarland,Verfassungsgerichtshof des Saarlandes,VGHSL
Saarland,Vergabekammern des Saarlandes,VKSL
Saarland,Vergabekammer des Saarlandes,VKSL
Saarland,Verwaltungsgericht des Saarlandes Saarlouis,VGSL
Saarland,Verwaltungsgericht des Saarlandes,VGSL
Saarland,Ärztegerichtshof des Saarlandes,BGHSL
Sachsen,Amtsgericht Aue,AGAUE
Sachsen,Amtsgericht Auerbach,AGAUERB
Sachsen,Amtsgericht Auerbach (Vogtland),AGAUERB
Sachsen,Amtsgericht Bautzen,AGBAUTZ
Sachsen,Amtsgericht Borna,AGBORNA
Sachsen,Amtsgericht Chemnitz,AGCHEMN
Sachsen,Amtsgericht Dippoldiswalde,AGDIPPO
Sachsen,Amtsgericht Döbeln,AGDOEBE
Sachsen,Amtsgericht Dresden,AGDRESD
Sachsen,Amtsgericht Eilenburg,AGEILEN
Sachsen,Amtsgericht Freiberg,AGFREI2
Sachsen,Amtsgericht Görlitz,AGGOERL
Sachsen,Amtsgericht Grimma,AGGRIMM
Sachsen,Amtsgericht Hohenstein-Ernstthal,AGHOHEN
Sachsen,Amtsgericht Hoyerswerda,AGHOYER
Sachsen,Amtsgericht Kamenz,AGKAMEN
Sachsen,Amtsgericht Leipzig,AGLEIPZ
Sachsen,Amtsgericht Marienberg,AGMARIE
Sachsen,Amtsgericht Meißen,AGMEISS
Sachsen,Amtsgericht Pirna,AGPIRNA
Sachsen,Amtsgericht Plauen,AGPLAUE
Sachsen,Amtsgericht Riesa,AGRIESA
Sachsen,Amtsgericht Torgau,AGTORGA
Sachsen,Amtsgericht Weißwasser,AGWEISW
Sachsen,Amtsgericht Zittau,AGZITTA
Sachsen,Amtsgericht Zwickau,AGZWICK
Sachsen,Anwaltsgericht Sachsen,AWGSN
Sachsen,Anwaltsgerichtshof Sachsen,AWGHSN
Sachsen,Arbeitsgericht Bautzen,ARGBAUT
Sachsen,Arbeitsgericht Chemnitz,ARGCHEM
Sachsen,Arbeitsgericht Dresden,ARGDRES
Sachsen,Arbeitsgericht Leipzig,ARGLEIP
Sachsen,Arbeitsgericht Zwickau,ARGZWIC
Sachsen,Landgericht Chemnitz,LGCHEMN
Sachsen,Landgericht Dresden,LGDRESD
Sachsen,Landgericht Görlitz,LGGOERL
Sachsen,Landgericht Leipzig,LGLEIPZ
Sachsen,Landgericht Zwickau,LGZWICK
Sachsen,Oberlandesgericht Dresden,OLGDRES
Sachsen,Sächsisches Finanzgericht,FGSN
Sachsen,Finanzgericht Sachsen,FGSN
Sachsen,Sächsisches Landesarbeitsgericht,LAGSN
Sachsen,Sächsisches Landessozialgericht,LSGSN
Sachsen,Sächsisches Oberverwaltungsgericht,OVGSN
Sachsen,Sozialgericht Chemnitz,SGCHEMN
Sachsen,Sozialgericht Dresden,SGDRESD
Sachsen,Sozialgericht Leipzig,SGLEIPZ
Sachsen,Verfassungsgerichtshof des Freistaates Sachsen,VERFGSN
Sachsen,Vergabekammer des Freistaates Sachsen,VKSN
Sachsen,Verwaltungsgericht Chemnitz,VGCHEMN
Sachsen,Verwaltungsgericht Dresden,VGDRESD
Sachsen,Verwaltungsgericht Leipzig,VGLEIPZ
Sachsen-Anhalt,Amtsgericht Aschersleben,AGASCHE
Sachsen-Anhalt,Amtsgericht Bernburg,AGBERNB
Sachsen-Anhalt,Amtsgericht Bitterfeld-Wolfen,AGBITTE
Sachsen-Anhalt,Amtsgericht Burg,AGBURG
Sachsen-Anhalt,Amtsgericht Dessau-Roßlau,AGDESSA
Sachsen-Anhalt,Amtsgericht Eisleben,AGEISLE
Sachsen-Anhalt,Amtsgericht Gardelegen,AGGARDE
Sachsen-Anhalt,Amtsgericht Halberstadt,AGHALBE
Sachsen-Anhalt,Amtsgericht Haldensleben,AGHALDE
Sachsen-Anhalt,Amtsgericht Halle (Saale),AGHALLE
Sachsen-Anhalt,Amtsgericht Köthen,AGKOETE
Sachsen-Anhalt,Amtsgericht Magdeburg,AGMAGDE
Sachsen-Anhalt,Amtsgericht Merseburg,AGMERSE
Sachsen-Anhalt,Amtsgericht Naumburg,AGNAUMB
Sachsen-Anhalt,Amtsgericht Oschersleben,AGOSCHE
Sachsen-Anhalt,Amtsgericht Quedlinburg,AGQUEDL
Sachsen-Anhalt,Amtsgericht Salzwedel,AGSALZW
Sachsen-Anhalt,Amtsgericht Sangerhausen,AGSANGE
Sachsen-Anhalt,Amtsgericht Schönebeck,AGSBK
Sachsen-Anhalt,Amtsgericht Stendal,AGSTEND
Sachsen-Anhalt,Amtsgericht Weißenfels,AGWEISS
Sachsen-Anhalt,Amtsgericht Wernigerode,AGWERNI
Sachsen-Anhalt,Amtsgericht Wittenberg,AGWITTE
Sachsen-Anhalt,Amtsgericht Zeitz,AGZEITZ
Sachsen-Anhalt,Amtsgericht Zerbst,AGZERBS
Sachsen-Anhalt,Anwaltsgericht für den Bezirk der Rechtsanwaltskammer des Landes Sachsen-Anhalt,AWGLSA
Sachsen-Anhalt,Anwaltsgerichtshof des Landes Sachsen-Anhalt,AWGHLSA
Sachsen-Anhalt,Anwaltsgerichtshof Naumburg,AWGHLSA
Sachsen-Anhalt,Arbeitsgericht Dessau-Roßlau,ARBGDES
Sachsen-Anhalt,Arbeitsgericht Halle,ARBGHAL
Sachsen-Anhalt,Arbeitsgericht Halle (Saale),ARBGHAL
Sachsen-Anhalt,Arbeitsgericht Magdeburg,ARBGMAG
Sachsen-Anhalt,Arbeitsgericht Stendal,ARBGSTE
Sachsen-Anhalt,Finanzgericht des Landes Sachsen-Anhalt,FGST
Sachsen-Anhalt,Finanzgericht Sachsen-Anhalt,FGST
Sachsen-Anhalt,Landesarbeitsgericht Sachsen-Anhalt,LAGST
Sachsen-Anhalt,Landessozialgericht Sachsen-Anhalt,LSGST
Sachsen-Anhalt,Landesverfassungsgericht Sachsen-Anhalt,LVGST
Sachsen-Anhalt,Landgericht Dessau-Roßlau,LGDESSA
Sachsen-Anhalt,Landgericht Halle,LGHALLE
Sachsen-Anhalt,Landgericht Halle (Saale),LGHALLE
Sachsen-Anhalt,Landgericht Magdeburg,LGMAGDE
Sachsen-Anhalt,Landgericht Stendal,LGSTEND
Sachsen-Anhalt,Oberlandesgericht Naumburg,OLGNAUM
Sachsen-Anhalt,Generalstaatsanwaltschaft beim Oberlandesgericht Naumburg,OLGNAUM
Sachsen-Anhalt,Oberlandesgericht des Landes Sachsen-Anhalt,OLGNAUM
Sachsen-Anhalt,Oberverwaltungsgericht des Landes Sachsen-Anhalt,OVGST
Sachsen-Anhalt,Oberverwaltungsgericht Sachsen-Anhalt,OVGST
Sachsen-Anhalt,Sozialgericht Dessau-Roßlau,SGDESSA
Sachsen-Anhalt,Sozialgericht Halle,SGHALLE
Sachsen-Anhalt,Sozialgericht Halle (Saale),SGHALLE
Sachsen-Anhalt,Sozialgericht Magdeburg,SGMAGDE
Sachsen-Anhalt,Vergabekammern des Landes Sachsen-Anhalt,VKST
Sachsen-Anhalt,Vergabekammer Sachsen-Anhalt,VKST
Sachsen-Anhalt,Verwaltungsgericht Halle,VGHALLE
Sachsen-Anhalt,Verwaltungsgericht Halle (Saale),VGHALLE
Sachsen-Anhalt,Verwaltungsgericht Magdeburg,VGMAGDE
Sachsen-Anhalt,Dienstgericht Magdeburg,DGMAGDE
Schleswig-Holstein,Amtsgericht Ahrensburg,AGAHREN
Schleswig-Holstein,Amtsgericht Bad Segeberg,AGBADSE
Schleswig-Holstein,Amtsgericht Eckernförde,AGECKER
Schleswig-Holstein,Amtsgericht Elmshorn,AGELMSH
Schleswig-Holstein,Amtsgericht Eutin,AGEUTIN
Schleswig-Holstein,Amtsgericht Flensburg,AGFLENS
Schleswig-Holstein,Amtsgericht Husum,AGHUSUM
Schleswig-Holstein,Amtsgericht Itzehoe,AGITZEH
Schleswig-Holstein,Amtsgericht Kiel,AGKIEL
Schleswig-Holstein,Amtsgericht Lübeck,AGLUEBE
Schleswig-Holstein,Amtsgericht Meldorf,AGMELDO
Schleswig-Holstein,Amtsgericht Neumünster,AGNEUMU
Schleswig-Holstein,Amtsgericht Niebüll,AGNIEBU
Schleswig-Holstein,Amtsgericht Norderstedt,AGNORDE
Schleswig-Holstein,Amtsgericht Oldenburg (Holstein),AGOLDEN
Schleswig-Holstein,Amtsgericht Pinneberg,AGPINNE
Schleswig-Holstein,Amtsgericht Plön,AGPLOEN
Schleswig-Holstein,Amtsgericht Ratzeburg,AGRATZE
Schleswig-Holstein,Amtsgericht Reinbek,AGREINB
Schleswig-Holstein,Amtsgericht Rendsburg,AGRENDS
Schleswig-Holstein,Amtsgericht Schleswig,AGSCHLE
Schleswig-Holstein,Amtsgericht Schwarzenbek,AGSCHW4
Schleswig-Holstein,Anwaltsgericht Schleswig,AWGSCHL
Schleswig-Holstein,Anwaltsgerichtshof Schleswig-Holstein,AWGHSH
Schleswig-Holstein,Anwaltsgerichtshof Schleswig,AWGHSH
Schleswig-Holstein,Arbeitsgericht Elmshorn,ARBGELM
Schleswig-Holstein,Arbeitsgericht Flensburg,ARBGFLE
Schleswig-Holstein,Arbeitsgericht Kiel,ARBGKIE
Schleswig-Holstein,Arbeitsgericht Luebeck,ARBGLUE
Schleswig-Holstein,Arbeitsgericht Lübeck,ARBGLUE
Schleswig-Holstein,Arbeitsgericht Neumünster,ARBGNMS
Schleswig-Holstein,Landesarbeitsgericht Schleswig-Holstein,LARBGSH
Schleswig-Holstein,Landgericht Flensburg,LGFLENS
Schleswig-Holstein,Landgericht Itzehoe,LGITZEH
Schleswig-Holstein,Landgericht Kiel,LGKIEL
Schleswig-Holstein,Landgericht Lübeck,LGLUEBE
Schleswig-Holstein,Schleswig-Holsteinisches Oberverwaltungsgericht,OVGSH
Schleswig-Holstein,Oberverwaltungsgericht für das Land Schleswig-Holstein,OVGSH
Schleswig-Holstein,Schleswig-Holsteinisches Finanzgericht,FGSH
Schleswig-Holstein,Finanzgericht Schleswig-Holstein,FGSH
Schleswig-Holstein,Schleswig-Holsteinisches Landessozialgericht,LSGSH
Schleswig-Holstein,Schleswig-Holsteinisches Landesverfassungsgericht,LVGSH
Schleswig-Holstein,Landesverfassungsgericht Schleswig-Holstein,LVGSH
Schleswig-Holstein,Schleswig-Holsteinisches Oberlandesgericht,OLGSH
Schleswig-Holstein,Oberlandesgericht Schleswig,OLGSH
Schleswig-Holstein,Schleswig-Holsteinisches Verwaltungsgericht,VGSH
Schleswig-Holstein,Sozialgericht Itzehoe,SGITZEH
Schleswig-Holstein,Sozialgericht Kiel,SGKIEL
Schleswig-Holstein,Sozialgericht Luebeck,SGLUEBE
Schleswig-Holstein,Sozialgericht Lübeck,SGLUEBE
Schleswig-Holstein,Sozialgericht Schleswig,SGSCHLE
Schleswig-Holstein,Vergabekammer Schlwesig-Holstein,VKSH
Thüringen,Amtsgericht Altenburg,AGALTEN
Thüringen,Amtsgericht Apolda,AGAPOLD
Thüringen,Amtsgericht Arnstadt,AGARNST
Thüringen,Amtsgericht Bad Salzungen,AGBADSA
Thüringen,Amtsgericht Eisenach,AGEA
Thüringen,Amtsgericht Erfurt,AGERFUR
Thüringen,Amtsgericht Gera,AGGERA
Thüringen,Amtsgericht Gotha,AGGOTHA
Thüringen,Amtsgericht Greiz,AGGREIZ
Thüringen,Amtsgericht Heilbad Heiligenstadt,AGHEILB
Thüringen,Amtsgericht Hildburghausen,AGHILDB
Thüringen,Amtsgericht Jena,AGJENA
Thüringen,Amtsgericht Meiningen,AGMEINI
Thüringen,Amtsgericht Mühlhausen,AGMUEHL
Thüringen,Amtsgericht Nordhausen,AGNORDH
Thüringen,Amtsgericht Pößneck,AGPOESS
Thüringen,Amtsgericht Rudolstadt,AGRUDOL
Thüringen,Amtsgericht Sömmerda,AGSOEMM
Thüringen,Amtsgericht Sondershausen,AGSONDE
Thüringen,Amtsgericht Sonneberg,AGSONNE
Thüringen,Amtsgericht Stadtroda,AGSTADT
Thüringen,Amtsgericht Suhl,AGSUHL
Thüringen,Amtsgericht Weimar,AGWEIMA
Thüringen,Anwaltsgericht Erfurt,AWGERFU
Thüringen,Arbeitsgericht Erfurt,ARBGERF
Thüringen,Arbeitsgericht Gera,ARBGERA
Thüringen,Arbeitsgericht Nordhausen,ARBGNOR
Thüringen,Arbeitsgericht Suhl,ARBGSUH
Thüringen,Landgericht Erfurt,LGERFUR
Thüringen,Landgericht Gera,LGGERA
Thüringen,Landgericht Meiningen,LGMEINI
Thüringen,Landgericht Mühlhausen,LGMUEHL
Thüringen,Sozialgericht Altenburg,SGALTEN
Thüringen,Sozialgericht Gotha,SGGOTHA
Thüringen,Sozialgericht Meiningen,SGMEINI
Thüringen,Sozialgericht Nordhausen,SGNORDH
Thüringen,Thüringer Anwaltsgerichtshof,AWGHTH
Thüringen,Thüringer Finanzgericht,FGTH
Thüringen,Finanzgericht Thüringen,FGTH
Thüringen,Thüringer Landesarbeitsgericht,LAGTH
Thüringen,Thüringer Landessozialgericht,LSGTH
Thüringen,Thüringer Oberlandesgericht,OLGTH
Thüringen,Thüringer Oberverwaltungsgericht,OVGTH
Thüringen,Thüringer Verfassungsgerichtshof,VERFGHT
Thüringen,Vergabekammer des Freistaates Thüringen,VKTH
Thüringen,Verwaltungsgericht Gera,VGGERA
Thüringen,Verwaltungsgericht Meiningen,VGMEINI
Thüringen,Verwaltungsgericht Weimar,VGWEIMA
